danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track.id,duration_ms,time_signature
0.358,0.959,2,-3.139,0,0.0874,0.00364,0.000237,0.356,0.171,91.938,313yF0VXTCmFFoYEJF7nBQ,242413,4.0
0.528,0.86,11,-8.033,0,0.0397,0.00131,0.25,0.251,0.49,123.12,44DnIGEvTlhDkGv3xLSDcp,266053,4.0
0.641,0.943,5,-6.254,0,0.264,0.0351,0.000259,0.328,0.718,171.811,5j3QqRGflS4o5jbsFSwKW1,232000,4.0
0.456,0.76,9,-3.941,0,0.0372,0.0398,2.97e-05,0.196,0.438,156.066,7CiXZULEeLWuyEBVodtMQi,220471,4.0
0.5760000000000001,0.864,6,-3.981,1,0.0462,0.02,1.68e-06,0.683,0.609,97.225,2gSVKxPDww9Eep5rdvtdem,272973,4.0
0.562,0.724,6,-8.627,0,0.0271,0.0124,1.42e-06,0.223,0.855,113.056,4iwpCp7qdDLngGI3gsVTza,245728,4.0
0.67,0.478,4,-8.689,0,0.0355,0.531,0.428,0.138,0.0997,88.014,5Qv2Nby1xTr9pQyjkrc94J,228747,4.0
0.552,0.634,1,-8.302,0,0.0261,0.00994,0.202,0.0798,0.213,76.557,3kQfBtkQqgN1fAMfhks8TU,191797,4.0
0.648,0.755,0,-7.901,1,0.03,0.0139,0.000253,0.225,0.607,126.341,78RIER8V6EhrqVPOBi2GYa,294587,4.0
0.464,0.945,2,-1.815,1,0.0401,0.0506,0.756,0.112,0.453,165.177,3VCXx37jNGNOMns6z2OnvJ,321438,4.0
0.556,0.614,4,-6.516,1,0.0243,0.0077,0.486,0.118,0.542,94.917,5NSQWvmoY1wrCfDDe07RcV,212693,4.0
0.847,0.389,9,-15.362,0,0.0569,0.0753,1.2e-05,0.0471,0.968,111.52,4Cv6ongCvJy9JfSkWVnb5D,293667,4.0
0.255,0.427,2,-10.235,0,0.0292,0.296,0.459,0.128,0.175,156.947,6ypqzijMjsopQkfMLrImQp,580093,3.0
0.399,0.753,10,-3.882,1,0.0375,0.00593,0.128,0.366,0.167,130.055,4bLCPfBLKlqiONo6TALTh5,299240,4.0
0.21,0.85,7,-3.694,1,0.0587,0.287,0.00607,0.912,0.382,121.383,7DzktdAh3zTT5Li8vam9tt,380587,4.0
0.451,0.679,0,-6.884,0,0.0319,0.00674,0.00136,0.164,0.0602,124.169,2zQIITgo6sc5ppOfPcH205,287635,4.0
0.464,0.687,4,-4.08,0,0.0326,1.65e-05,0.199,0.0865,0.128,122.94,0dj1yT3MNh2xpdBCsSkmFa,179756,4.0
0.338,0.652,0,-8.327,1,0.0736,0.366,6.22e-05,0.12,0.193,201.944,74i0OhucbtBUhlM607Mp3j,275374,4.0
0.364,0.5,4,-8.0,0,0.0386,0.143,0.000331,0.123,0.414,152.013,3fMy9akIH0Fb0sXYStVzIx,264616,4.0
0.617,0.792,7,-7.24,1,0.0318,0.0204,0.00507,0.0939,0.5680000000000001,108.994,5yMnm20rD95YJtfROKNgYE,415107,4.0
0.309,0.337,2,-12.801,1,0.0385,0.0699,0.000611,0.0421,0.0949,127.212,3Ch9zofxkeb5Dh1poeEhF8,526587,4.0
0.565,0.526,0,-11.352,1,0.0365,0.0339,0.000119,0.11,0.637,167.936,2wnjZXcAT3rCjjqxLeHjv7,204333,4.0
0.481,0.343,7,-9.822,1,0.0354,0.737,1.38e-06,0.556,0.386,152.131,3BkBTso1LQicQOkU1ga0xY,344573,4.0
0.552,0.608,1,-9.786,0,0.0345,0.352,0.0,0.0533,0.637,112.367,4s6LhHAV5SEsOV0lC2tjvJ,162373,4.0
0.204,0.908,9,-4.291,0,0.105,3.34e-05,0.0008,0.392,0.206,164.536,7bCLnj3P6GrHDBhSbNkxHB,184920,4.0
0.661,0.657,4,-9.667,1,0.0253,0.0758,0.666,0.105,0.776,101.018,0LqZuRAroDVnV6LjDUGap1,258000,4.0
0.304,0.502,6,-6.707,0,0.035,0.313,0.0011,0.138,0.204,136.779,39qRdHcl2tizWbzlM9kUlN,298520,4.0
0.397,0.303,5,-7.508,1,0.0435,0.381,0.0,0.101,0.172,81.05,2D4BSm5Z8Hq5zYbSgJwEOh,250267,4.0
0.243,0.192,10,-18.237,0,0.0388,0.743,0.777,0.0997,0.036,104.202,0YzMEu5sGNX0JKr9mdBtzd,987960,4.0
0.386,0.856,5,-3.905,1,0.0579,0.000102,0.534,0.0482,0.429,78.407,0LuCswQI54QlK6EVez06Bw,153573,3.0
0.578,0.615,11,-11.745,1,0.068,0.218,0.663,0.111,0.368,85.03,5uWo6hm2rCn1ONZ167ShSP,156000,4.0
0.616,0.804,0,-5.568,1,0.0427,0.0124,0.0998,0.553,0.627,99.002,666PdikRnUzdvjT9p5wWND,326840,4.0
0.666,0.377,7,-6.432,1,0.0607,0.343,2.28e-06,0.0978,0.306,107.759,0H4fQFdmbkARxfqEUVAXPY,193720,4.0
0.283,0.896,7,-4.111,0,0.0467,0.000227,0.683,0.337,0.413,127.953,7rVhW9T2OxhHTkMrjLf2w4,269587,3.0
0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.435,70wYA8oYHoMzhRRkARoMhU,220427,4.0
0.552,0.851,2,-6.229,1,0.033,0.00143,0.774,0.131,0.938,154.962,3yR8cAdli5Ohn3dUlS1PgV,227000,4.0
0.174,0.794,8,-5.336,1,0.0314,0.00217,0.733,0.0786,0.0976,91.665,2ZgyzFYYOz21b2AhPPkWKF,236707,4.0
0.409,0.932,11,-4.538,0,0.0339,1.87e-05,1.6e-06,0.31,0.591,131.761,55yvzYuvJYG2RUEnMK78tr,166640,4.0
0.449,0.776,2,-5.594,1,0.0322,0.00171,0.0,0.0698,0.198,148.11,5dpAN1mjFPL38kh9kWsCiw,269307,4.0
0.239,0.8,0,-4.369,1,0.0625,0.0376,0.0107,0.0879,0.237,90.309,41hXrd90DAopizgFpqI2mY,162611,4.0
0.293,0.276,4,-11.357,0,0.0349,0.224,0.122,0.167,0.195,121.603,0z1o5L7HJx562xZSATcIpY,267187,4.0
0.697,0.464,0,-6.019,1,0.0259,0.147,4.51e-06,0.139,0.667,89.293,57U1PB3FAleLul5wMj5dEZ,223944,4.0
0.557,0.849,9,-3.58,0,0.0444,0.000889,0.0,0.0944,0.71,149.994,3QRqzF6rX9nZbTGQvBU5bN,205822,4.0
0.384,0.974,9,-5.355,0,0.17,6.55e-05,0.734,0.628,0.105,164.914,73ESek0SF1ZcdRKMc8hsKi,192053,4.0
0.193,0.231,7,-11.32,1,0.0315,0.0354,0.758,0.151,0.0365,173.243,0zjAQV0niZBPHTYy4k3U5w,110053,3.0
0.415,0.554,7,-10.839,0,0.0334,0.00541,0.00202,0.155,0.163,120.318,4wzt5Rrk3W98pHXAqutuJw,311292,4.0
0.353,0.392,2,-13.039,1,0.0339,0.931,0.0439,0.337,0.168,84.586,5jx99x0wf2r9hzq0ekAmRr,260025,4.0
0.336,0.787,10,-8.803,0,0.0732,0.0793,0.0648,0.32,0.383,140.003,6i4Qi1mJxXjqNIL9HfJhRs,462093,4.0
0.48,0.861,6,-6.836,1,0.0477,0.00329,0.0559,0.0907,0.377,135.055,7N0DvWyvki3UkzJLxOoael,349653,4.0
0.809,0.5750000000000001,0,-12.176,1,0.0298,0.156,1.65e-06,0.0799,0.85,109.447,1lNRVjK8MukRZpeurYssIx,300209,4.0
0.497,0.661,9,-9.047,1,0.0361,0.328,0.000317,0.211,0.894,180.225,3Z3QhZAZpqwZa1phsbQ3JZ,240213,4.0
0.76,0.875,7,-3.576,0,0.279,0.0965,0.0,0.177,0.477,124.061,3xQq3mpD6hunD2XG7FXHHu,123902,4.0
0.24,0.546,2,-10.026,1,0.0548,0.0898,0.00648,0.0898,0.429,181.373,2WbfcArcwBvsbnikIQdBN9,388667,4.0
0.187,0.411,2,-12.058,0,0.0358,0.606,0.877,0.0975,0.0763,110.6,3RoQX4ou3qYEASsuC7YAWD,505600,4.0
0.325,0.929,11,-5.625,0,0.0695,0.000129,2.22e-06,0.184,0.198,133.358,5Ddlk6C2JVxb1SReZ6O1wk,223880,4.0
0.448,0.123,7,-15.193,1,0.0409,0.948,0.0,0.0816,0.143,123.491,6vC7mF2CXYW6MVF2voO4FU,220813,4.0
0.382,0.867,9,-7.426,1,0.0399,5.91e-06,0.581,0.196,0.453,87.309,3ow0TQVttXQF8rLckmXgRx,298253,4.0
0.56,0.883,8,-1.447,1,0.333,0.0229,1.36e-06,0.0671,0.572,147.111,5fDj1YVNR04RtQNP4iYapO,303693,3.0
0.454,0.778,9,-4.225,1,0.0449,0.00998,0.0,0.0427,0.704,127.158,4KGyQfes7t5BiaoBvs380e,177947,4.0
0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.883,6mFkJmJqdDVQ1REhVfGgd1,334744,4.0
0.468,0.362,9,-10.704,1,0.0262,0.29,0.00529,0.128,0.257,140.031,0v55XuHDYNj4ELPzpRnNo0,315491,3.0
0.219,0.989,11,-2.962,0,0.16,0.00421,0.0156,0.375,0.149,168.069,0fX9KPa0i9RGDI59gI90i9,316667,3.0
0.712,0.8,9,-5.068,0,0.0377,0.0747,0.185,0.0938,0.685,107.047,4lhhYqzREcts4uOOqWHjRJ,283880,4.0
0.568,0.846,10,-5.227,1,0.068,0.466,0.000406,0.0901,0.398,80.019,6luhvKibJJNM4P64RLNwgg,203631,4.0
0.441,0.563,9,-5.252,0,0.0288,0.0981,9.78e-05,0.221,0.282,182.704,6UuVONmxXwTKN1ISepuAoQ,312213,3.0
0.499,0.97,0,-2.838,1,0.116,0.000683,0.136,0.0871,0.0506,106.558,6vAQtUlYrzolE6SS9QCTs5,340132,4.0
0.357,0.996,3,-3.496,0,0.103,0.0012,0.0,0.35,0.278,183.039,7wzNovIu5urOjulGX4VzFo,175453,4.0
0.493,0.915,11,-5.47,0,0.0377,0.0197,3.18e-05,0.133,0.536,123.053,0qwEthxOWMmIrPTjTWa2Cb,252520,4.0
0.47,0.859,2,-3.663,1,0.0537,0.000362,0.00691,0.142,0.17,124.01,70L6nHORQsblY813yNqUR3,317707,4.0
0.262,0.127,4,-15.804,0,0.0412,0.794,0.879,0.128,0.0327,128.08,1ztl4JF98F6Q3qBDYcbsuf,338095,4.0
0.485,0.814,0,-4.894,0,0.0356,0.0783,0.0128,0.273,0.658,123.997,2UYHP0RQqPFvue0Ygs5Amm,353933,4.0
0.231,0.752,0,-4.744,1,0.046,0.231,0.781,0.113,0.115,122.901,3YB9cvd668HXBEq8rbBW8P,656901,4.0
0.386,0.917,1,-4.788,1,0.115,0.00515,0.0,0.0334,0.619,149.961,7dBt70xgF0BawJvmtgKn8f,132811,4.0
0.55,0.726,2,-8.51,1,0.0516,0.146,0.00608,0.428,0.37,92.697,3LQPTJEqOfljGBxmpgUnoC,307493,4.0
0.516,0.513,2,-10.762,1,0.0288,0.159,0.00957,0.0612,0.6940000000000001,99.735,6MOEQCtAWNSCmvg3SFKF5y,293933,4.0
0.531,0.61,11,-8.025,0,0.0387,0.772,0.756,0.0908,0.199,152.958,4wajJ1o7jWIg62YqpkHC7S,318187,4.0
0.458,0.813,2,-4.027,1,0.037,0.00179,0.000566,0.074,0.149,126.004,1d4EO17bQjTyG910D2y8bN,244214,4.0
0.561,0.601,11,-11.209,0,0.0348,0.0407,0.000147,0.0585,0.752,144.477,6mib3N4E8PZHAGQ3xy7bho,279693,4.0
0.537,0.171,9,-13.532,1,0.0355,0.691,0.000482,0.124,0.0391,123.849,790HGH8bq17Mp5FhBqyrYM,235827,4.0
0.525,0.594,4,-14.033,0,0.0907,0.161,0.949,0.0751,0.0703,157.917,0rib9hiYy1NWL0w8BUYgmd,223640,4.0
0.433,0.95,6,-5.381,1,0.0977,0.000287,0.0433,0.111,0.158,100.002,6RJSpUgLZ46a9xO0F5oiLi,282320,4.0
0.285,0.613,5,-6.412,1,0.0421,0.0185,0.1,0.114,0.0772,126.628,4FEr6dIdH6EqLKR0jB560J,413347,4.0
0.365,0.466,2,-7.514,1,0.0418,0.161,6.68e-06,0.106,0.487,95.163,1PXsUXSM3LF2XNSkmIldPb,251267,4.0
0.486,0.54,4,-9.4,0,0.0341,0.00715,7.84e-05,0.106,0.158,132.022,6EQFbIYzjgFKN929ZUWeIy,343562,4.0
0.399,0.612,4,-7.814,0,0.0358,0.00317,0.33,0.127,0.0567,128.167,79npfYK6N5RnBc1jiaoHCr,356674,4.0
0.355,0.549,9,-8.937,1,0.0378,0.2,0.00165,0.26,0.439,161.368,2UEH1NjNHGsoEIr3GKLhNR,216680,4.0
0.403,0.887,1,-4.241,0,0.103,0.000175,0.000973,0.668,0.0914,116.973,1gQma7UmtOdHu0UOsrnG7Q,184632,3.0
0.437,0.229,2,-10.514,1,0.0308,0.221,0.0599,0.0935,0.0754,147.911,3rTnGUeDrnZV22DvRuUuXr,343253,4.0
0.559,0.3,6,-12.215,1,0.0275,0.0605,0.839,0.114,0.235,131.028,5kSqhwSvi0Zc932k1OtzFL,212120,4.0
0.795,0.317,0,-8.337,1,0.106,0.6,0.882,0.085,0.403,79.998,5gDQjvVdZIoSQCEYY07m0Z,145938,4.0
0.6,0.749,11,-6.889,1,0.0419,0.0467,0.295,0.0915,0.485,131.024,4vjvx7Zxkb4AltGcZ0BBvI,184524,4.0
0.198,0.582,2,-6.02,1,0.0336,0.391,0.000692,0.142,0.247,82.889,0HGm8ojWzmg7uq8CPF79AK,278267,4.0
0.765,0.497,1,-7.806,0,0.0402,0.492,0.366,0.143,0.457,112.195,6g2BiiVQqY5v1S4HIrM54F,151565,4.0
0.32,0.84,2,-6.703,1,0.0447,7.860000000000001e-05,0.761,0.135,0.173,160.104,0b4TKuvZ4eJ8eHgJgXaCnN,300187,4.0
0.344,0.972,11,-3.675,0,0.116,8.48e-05,0.0,0.293,0.387,167.819,4XOZaPYeMn9hcbpyS90NnD,208187,4.0
0.524,0.532,6,-6.07,0,0.026,0.029,8.41e-05,0.242,0.367,135.677,4dpEYOPcmHNfvERbiajp3G,224893,4.0
0.53,0.864,4,-4.948,0,0.061,0.000753,0.000459,0.354,0.484,166.312,4TIJ7zSBNejpoIPaWpWRKc,288533,4.0
0.246,0.317,7,-10.222,0,0.0354,0.597,0.8200000000000001,0.0772,0.0365,108.354,2gOcipXTf3Mz1sluNtycZE,252000,4.0
0.476,0.933,9,-3.872,1,0.0662,0.0003709999999999,0.0,0.253,0.623,162.083,5rS5ZUYY7rr3cZiP1Hwzaw,201625,3.0
0.502,0.758,3,-9.76,1,0.0407,0.00915,0.783,0.284,0.729,112.499,1KdwPeY1WRWQGHCmRJTveb,213693,4.0
0.163,0.885,5,-4.623,0,0.0725,0.000202,0.0121,0.228,0.549,198.556,597i9UhHbW8hHgBUp8Tm54,343907,3.0
0.74,0.642,9,-7.799,1,0.0385,0.343,0.0,0.122,0.616,126.968,23rDZ07qh5M6M5zYo7wDmQ,189689,4.0
0.72,0.741,10,-6.529,0,0.0287,0.101,1.41e-05,0.289,0.357,119.896,6WkJ2OK163XXS2oARUC9JM,198053,4.0
0.401,0.901,1,-5.011,0,0.041,0.0704,0.0,0.538,0.839,134.799,2OErSh4oVVAUll0vHxdr6p,193320,4.0
0.309,0.909,7,-4.349,1,0.0759,7.360000000000001e-05,0.0,0.146,0.427,134.422,1RNybormZ5O0s3DCIRQWq4,252160,4.0
0.471,0.877,11,-5.5760000000000005,0,0.0378,0.0193,0.0847,0.276,0.419,150.092,1zNeVf6Qk402L4Urb7CcG8,301093,4.0
0.463,0.229,2,-12.592,1,0.0297,0.167,0.0997,0.202,0.135,73.543,73CKjW3vsUXRpy3NnX4H7F,290707,4.0
0.404,0.723,6,-5.26,1,0.0571,0.0661,1.91e-06,0.233,0.225,160.048,2D52zjCyqEIQa221lhw6uk,326983,4.0
0.305,0.77,2,-6.694,1,0.0276,0.062,0.203,0.0976,0.374,107.367,2wNK1PjIS9NbBIchakaL7k,729680,4.0
0.801,0.41,7,-12.359,1,0.0322,0.187,0.0258,0.0993,0.719,125.133,4Sr6N2pJXCb5VjdknAjblG,230547,4.0
0.544,0.404,3,-8.751,1,0.0354,0.391,3.98e-06,0.157,0.251,129.518,7CNd7rjfVt74TFlcOcnZgN,290680,4.0
0.248,0.798,0,-5.883,1,0.0519,0.000518,0.000664,0.345,0.465,78.638,4fZzijiJrsa1UqUf4lCqrX,162471,4.0
0.495,0.452,2,-7.689,1,0.0304,0.0248,0.0,0.103,0.177,126.991,5fmrKOHIxOnIbSG6Yz1ZSi,150241,4.0
0.51,0.434,1,-10.004,1,0.0361,0.177,0.516,0.0603,0.207,119.695,3Ty7OTBNSigGEpeW2PqcsC,308627,4.0
0.327,0.963,4,-8.871,0,0.174,0.0118,0.0,0.176,0.199,98.416,7J4uwuiyWB7BqIcyNdcVRl,326507,4.0
0.516,0.871,7,-5.21,1,0.0503,0.553,0.0282,0.0841,0.17,129.946,6IM45SqAURH6PrvziDs1RQ,286093,4.0
0.545,0.753,3,-4.618,0,0.036,0.0417,0.0,0.389,0.434,105.754,5NeIONQWJ25uPylJBJiO4c,282947,4.0
0.491,0.904,9,-4.729,1,0.0765,0.00929,0.0,0.106,0.607,156.031,6um5ccNzX7k3SRsVnLupvI,247760,4.0
0.381,0.8290000000000001,10,-4.564,1,0.0598,0.0226,0.000274,0.402,0.509,165.935,6WCXBUFa0z3l9DoOY3k5Xe,194707,4.0
0.6880000000000001,0.302,9,-16.802,1,0.352,0.91,0.871,0.103,0.835,139.525,2H1G5ubtYJiPGbUJG5ve13,79216,3.0
0.152,0.975,7,-3.072,0,0.26,0.0583,0.0,0.124,0.365,178.947,2DdluBZleLq30PlfUAqSD5,275253,3.0
0.453,0.446,5,-8.28,1,0.0312,0.754,1.28e-06,0.105,0.177,118.321,3IvflXoxqRVwNvpKhjIOv6,225987,4.0
0.679,0.472,11,-6.871,0,0.036,0.343,0.0,0.649,0.346,99.024,1A2gifkaEngunqZAFHUS0j,182828,3.0
0.246,0.152,8,-10.805,1,0.0362,0.931,3.18e-06,0.316,0.164,83.129,27gx4tgN4EvH2JlFKeDAjo,216493,4.0
0.239,0.686,5,-4.304,1,0.0519,0.721,0.0,0.227,0.24,180.973,3LwfZ5u7kBI79r8saMvFIb,173973,4.0
0.5720000000000001,0.728,7,-5.534,1,0.0275,0.203,0.00263,0.231,0.535,75.179,1UL8GkVAs6UcWF6BZ3DYZt,145560,4.0
0.671,0.737,9,-5.947,1,0.0374,0.422,8.910000000000001e-05,0.16,0.614,106.921,0qJ6owHt00MMZTpNmNsPHC,316800,4.0
0.421,0.661,9,-13.126,1,0.0433,0.414,1.16e-06,0.0962,0.554,100.965,6Vcwr9tb3ZLO63F8DL8cqu,341627,4.0
0.533,0.362,4,-14.791,1,0.0244,0.478,0.245,0.0857,0.45,82.993,30St98Bok3jJmXdkkHVPQe,235224,4.0
0.427,0.704,1,-8.635,1,0.0467,0.537,0.000106,0.144,0.705,176.208,5GARMT8xwdVmqJ1lIc1Fhd,261013,4.0
0.728,0.525,1,-5.91,0,0.171,0.585,0.0,0.0962,0.779,141.855,13Soih2NRLeDx8Unbr22mx,172827,4.0
0.375,0.39,0,-8.234,1,0.0335,0.814,0.0,0.359,0.303,139.265,3TJQRDc5qot9GJb6T0Pdh2,309520,4.0
0.242,0.731,8,-4.828,0,0.0833,0.164,1.2099999999999998e-06,0.292,0.265,180.057,3iISGrl3JKqPQ4GLqPjVkt,203040,4.0
0.534,0.754,5,-5.937,0,0.221,0.345,0.0,0.248,0.702,93.646,3PzAUMMxPcaXEfWEvMx469,235286,4.0
0.437,0.274,5,-9.041,1,0.0622,0.888,0.0,0.178,0.274,89.045,0HZq47ubBTbuUUPGSueUOh,225805,3.0
0.507,0.454,9,-9.06,1,0.162,0.631,0.0,0.22,0.634,93.791,1zf8Xmj66XRiI6Etw2Ddu7,164573,4.0
0.64,0.434,1,-7.953,1,0.0909,0.837,0.0,0.0799,0.834,146.954,2dx8PRHg15eX3jvgksAhmb,163720,4.0
0.336,0.217,9,-9.4,1,0.0487,0.662,0.0,0.315,0.302,77.158,2p0FjrYZlNhEejQOLXHP2n,191533,4.0
0.801,0.762,5,-6.136,0,0.0644,0.596,0.00036,0.0505,0.809,96.053,3csi3SryPTup0NhtRKidsm,134251,4.0
0.49,0.138,4,-13.18,1,0.0344,0.829,0.000237,0.12,0.15,85.921,48PFfbnf0ZRcGCxO4zApPp,211038,4.0
0.352,0.546,11,-6.768,1,0.0384,0.71,0.0,0.105,0.274,114.814,55dcu9Iz7r58VEmTqk4LP4,211573,4.0
0.627,0.709,3,-4.692,1,0.0726,0.175,0.0,0.242,0.791,107.802,7FIrk5lA1IalpZ3OtieeC8,185147,4.0
0.499,0.45,8,-8.201,1,0.0544,0.688,0.0,0.0645,0.36,134.932,0QCM97jGFzXZCxsWm3sgQ5,173507,4.0
0.5700000000000001,0.481,7,-9.741,1,0.645,0.497,0.0,0.425,0.622,159.939,2av1BBGdN9DW1u7rvoRhMM,346813,4.0
0.643,0.5710000000000001,7,-6.093,1,0.0643,0.47,0.0,0.0895,0.8130000000000001,161.05,5hKJAy2dKwWzcP5HWuxhBC,214786,4.0
0.271,0.687,11,-4.368,0,0.0542,0.134,0.0,0.233,0.317,149.772,1zyrjK69LRZCvEmUtJUbsT,187107,4.0
0.537,0.664,3,-6.503,1,0.0951,0.518,0.0,0.0665,0.5630000000000001,106.198,5L5N8YOsBxdzR9h9sudBgG,204613,4.0
0.63,0.422,0,-8.693,1,0.0953,0.729,0.0,0.181,0.516,152.311,2lNRPajwEfma5EEmsgAe1w,212227,4.0
0.617,0.438,7,-8.707,1,0.17,0.682,0.00218,0.28,0.725,98.823,0LgODbepSswNlLUK8EEH8v,348253,4.0
0.635,0.278,4,-12.551,1,0.203,0.797,1.85e-06,0.0672,0.626,133.517,3nAuX0TA8yhqsPDHO8ybFe,305467,4.0
0.568,0.777,0,-6.156,1,0.0541,0.22,0.0,0.0821,0.483,112.385,37tuc3TemjNvmVWObkSKNJ,125742,4.0
0.44,0.584,11,-4.511,1,0.0844,0.468,0.0,0.651,0.384,159.66,4QNuz0m2QCn2Yw1sCUNIS2,257920,4.0
0.8160000000000001,0.633,8,-6.378,1,0.11,0.0726,7.49e-06,0.224,0.403,134.012,4A1GfEVOELS3vo4tSa6bts,215000,4.0
0.304,0.378,6,-8.251,1,0.0336,0.725,0.0,0.0339,0.294,85.268,184HGdGIscUiPbDuqbvHuN,353920,4.0
0.578,0.293,1,-12.594,1,0.479,0.647,0.0,0.334,0.51,139.609,2ewb4VJoSMG1FuSkFKoMgO,289960,4.0
0.509,0.476,0,-7.958,1,0.071,0.772,0.0,0.288,0.495,124.678,6W6mfGp42e0npejwRfK5Mt,179293,4.0
0.26,0.47,6,-7.597,0,0.0613,0.696,0.000121,0.116,0.218,73.367,0UzApqRTAi3d2iZexmuP3s,400533,3.0
0.457,0.763,7,-3.459,0,0.255,0.318,0.0,0.0322,0.87,175.043,0E1NL6gkv5aQKGNjJfBE3A,231360,3.0
0.561,0.269,2,-9.446,1,0.0592,0.834,0.0,0.258,0.42,137.395,6zEEGZVvTnbyPtaovocFwy,317250,4.0
0.528,0.477,2,-6.552,1,0.0319,0.291,0.0,0.0965,0.247,135.315,7fRt5HCt4KgLlH45wFQCho,184147,4.0
0.5680000000000001,0.487,2,-6.722,1,0.0468,0.443,0.000588,0.107,0.117,89.028,1dARoUpgYHvx33Qp8dawsZ,214961,4.0
0.564,0.389,1,-8.169,1,0.179,0.685,0.0,0.135,0.5,94.887,5s5RWM20nO50Ixe2et4uNu,499107,4.0
0.491,0.404,1,-8.6,1,0.0333,0.535,0.0,0.134,0.282,77.104,6KI4ibqrPLwDeWoNx5FWsv,259573,4.0
0.456,0.437,2,-9.599,0,0.258,0.727,1.6e-06,0.46,0.766,200.316,5AOmtc34V50R1hAOshTTmD,203107,4.0
0.425,0.224,3,-11.526,1,0.106,0.866,1.95e-06,0.119,0.339,184.339,2CBlRiZjGJZ10y5FRyn2Vb,130893,4.0
0.745,0.6000000000000001,8,-7.285,1,0.18,0.403,0.0,0.0595,0.706,110.275,0ZwCQw4tzcMGq8wZpx1KjX,166600,4.0
0.261,0.137,1,-14.076,1,0.0409,0.945,0.0,0.109,0.246,76.603,3WkgLAd7jGX3sZikfkF0lU,306893,4.0
0.535,0.447,5,-8.569,1,0.0612,0.326,0.0,0.192,0.331,97.611,34TY5bMvFrfPlZ7jqeGxi4,367989,4.0
0.328,0.213,11,-10.698,1,0.0469,0.886,0.0,0.113,0.21,176.136,3AQUwT6IIX9iqBStVs6lWq,214227,4.0
0.286,0.254,2,-8.308,1,0.0386,0.95,7.48e-06,0.097,0.14,161.927,6dqEr0TRaRjRZrDYkf3Kle,356973,4.0
0.536,0.662,0,-5.574,1,0.226,0.477,5.190000000000001e-05,0.0504,0.504,105.491,2IZiwBnwtrc0Fd8VIwAPeG,329696,4.0
0.376,0.34,7,-8.998,0,0.0321,0.687,0.0007779999999999,0.214,0.0649,83.785,1vmanLxFqqfhUs0oBGydmo,291959,4.0
0.52,0.476,4,-5.25,0,0.0351,0.515,0.0,0.324,0.599,102.081,7MRPgpkbsKA1FQsLPUeosU,75773,4.0
0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,37BZB0z9T8Xu7U3e65qxFy,191014,4.0
0.359,0.585,2,-4.722,1,0.0374,0.0576,0.0,0.194,0.447,168.026,0UauNGiFTVXTsgvVz6LBMf,211851,4.0
0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.661,116.965,5GkQIP5mWPi4KZLLXeuFTT,167990,4.0
0.448,0.158,0,-11.923,1,0.0358,0.88,0.0,0.0978,0.0942,130.598,1hObXlE3sFyMCvWeyRV9QF,215856,3.0
0.71,0.484,2,-7.415,1,0.049,0.217,3.93e-06,0.0879,0.576,109.951,2CzWeyC9zlDpIOZPUUKrBW,183667,4.0
0.177,0.365,7,-8.315,1,0.0309,0.8,0.0995,0.669,0.0764,89.087,6ipJCRSrCEJX6lBrixjohJ,225004,4.0
0.67,0.235,0,-15.638,1,0.047,0.748,0.0,0.357,0.757,134.932,75VAFZAhvPSw1euEHg1fQU,160880,4.0
0.597,0.581,7,-6.611,1,0.0281,0.614,0.000171,0.116,0.495,106.944,7JXxssBpAnroZOMR4vpOuc,135827,5.0
0.532,0.153,9,-18.208,1,0.0729,0.982,0.961,0.112,0.279,118.689,429NtPmr12aypzFH3FkN9l,126825,4.0
0.5680000000000001,0.748,8,-6.54,1,0.0299,0.0626,2.18e-06,0.0947,0.623,96.59,4Y8vb1uy9IjM2V1hqvrAid,256733,4.0
0.416,0.563,1,-8.724,0,0.0298,0.207,0.0,0.343,0.9,77.56,4joiWvli4qJVEW6qZV2i2J,127853,4.0
0.275,0.714,7,-5.124,1,0.0328,0.395,0.0,0.115,0.242,94.082,4OciRObYGzPzlU40U7YRc8,202347,3.0
0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,3U4isOIWM3VvDubwSI3y7a,269560,4.0
0.422,0.321,5,-8.952,1,0.0294,0.76,2.33e-06,0.429,0.28,78.533,6ZeQp2XTOiPCePWRfCHSo5,196347,4.0
0.647,0.628,0,-8.64,1,0.041,0.554,6.950000000000001e-05,0.122,0.716,116.928,29nHr0ZgMRVfqeUa2nSD3a,185706,4.0
0.661,0.369,9,-12.861,1,0.0369,0.53,0.0,0.258,0.881,121.149,1d7nWD7CdtUGuYKHXCIZ4j,141840,4.0
0.251,0.868,1,-2.685,1,0.128,0.488,7.34e-06,0.814,0.599,177.13,6vcG9EgeqJUSmmF65lxUm6,128200,4.0
0.647,0.56,9,-8.809,1,0.0387,0.723,0.0,0.118,0.913,120.418,788U1Sqej9M6c4iikuDGxO,125040,3.0
